id,name,link,regular_price,promo_price,city
62828,"Кофе Julius Meinl Президент классическая коллекция в зернах, 1кг",https://online.metro-cc.ru/products/julius-meinl-prezident-1000g,2 449,1 399,Санкт-Петербург
247918,"Кофе Poetti Professional Aroma Vending зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-professional-aroma-vending-zernovoy,1 999,1 099,Санкт-Петербург
287768,"RIOBA Кофе в зернах натуральный жареный 100% арабика Espresso, 1кг",https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-100-arabika-espresso-1kg,2 279,1 599,Санкт-Петербург
218718,"Кофе Poetti Daily Mokka в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-mokka-v-zernah,1 679,1 099,Санкт-Петербург
580564,"Кофе Egoiste Arabica Premium натуральный жареный в зернах, 1кг",https://online.metro-cc.ru/products/egoiste-v-zernah-naturalnyj-zharenyj-arabica-premium-1kg,2 199,1 699,Санкт-Петербург
36574,"Кофе Bushido Red Katana в зернах, 1кг",https://online.metro-cc.ru/products/bushido-red-1000g,2 519,1 899,Санкт-Петербург
228285,"Кофе Egoiste Captain в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-egoiste-captain-v-zernah,2 419,1 699,Санкт-Петербург
102232,"Кофе Ambassador Gold Label в зернах, 1кг",https://online.metro-cc.ru/products/ambassador-gold-label-v-zernah-1000g,1 989,1 299,Санкт-Петербург
654819,"Кофе Julius Meinl Espresso Premium Collection в зернах, 1кг",https://online.metro-cc.ru/products/v-zernah-julius-meinl-espresso-premium-kollekciya-1000g,2 749,1 999,Санкт-Петербург
228231,"Кофе Piazza del Caffe Crema Vellutata в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-piazza-del-caffe-crema-vellutata-zerno,1 389,1 099,Санкт-Петербург
287769,"RIOBA Кофе в зернах натуральный жареный 80:20, 1кг",https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-gold-1kg,1 989,1 499,Санкт-Петербург
101497,"Кофе Jardin Eclair в зернах, 1кг",https://online.metro-cc.ru/products/jardin-eclair-1000g,2 099,1 149,Санкт-Петербург
104561,"Кофе Fresco Blend в зернах, 1кг",https://online.metro-cc.ru/products/fresco-blend-1000g,1 689,1 399,Санкт-Петербург
215682,"Кофе Jardin Oro в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-jardin-original-oro-zernovoy,2 079,1 299,Санкт-Петербург
365548,"Кофе Alta Roma Espresso в зернах, 1кг",https://online.metro-cc.ru/products/kofe-alta-roma-espresso-v-zernakh-1kg,1 269,999,Санкт-Петербург
629014,"Кофе Kimbo Aroma Gold Arabica в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-v-zernah-aroma-gold-arabica-1kg,3 499,2 399,Санкт-Петербург
218716,"Кофе Poetti Leggenda Oro в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-oro-v-zernah,2 589,1 499,Санкт-Петербург
665877,"Кофе Ambassador Blue Label в зернах, 1кг",https://online.metro-cc.ru/products/ambassador-blue-label-zernovoj-1000-g,2 599,1 299,Санкт-Петербург
654818,"Кофе Julius Meinl Сaffe Crema Premium Collection в зернах, 1кг",https://online.metro-cc.ru/products/julius-meinl-krema-premium-1kg,2 699,1 899,Санкт-Петербург
218712,"Кофе Poetti Leggenda Original в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-original-v-zernah,2 589,1 499,Санкт-Петербург
561302,"Кофе Jardin Americano Crema в зернах, 1кг",https://online.metro-cc.ru/products/jardin-americano-crema-1000-g,1 879,1 189,Санкт-Петербург
218720,"Кофе Poetti Daily Arabica в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-arabica-v-zernah,1 929,999,Санкт-Петербург
110546,"Кофе Bushido Black Katana в зернах, 1кг",https://online.metro-cc.ru/products/kofe-zernovoj-bushido-black-katana-1000g,2 999,1 899,Санкт-Петербург
59409,"Кофе Fresco Arabica Solo в зернах, 1кг",https://online.metro-cc.ru/products/fresco-arabica-solo-v-zernah-1000-g,1 689,1 399,Санкт-Петербург
384608,"Кофе Julius Meinl Юбилейный в зернах, 500г",https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-jubileum-500g,1 299,899,Санкт-Петербург
654820,"Кофе Julius Meinl Caffe Crema Intenso Trend Collection в зернах, 1кг",https://online.metro-cc.ru/products/v-zernah-julius-meinl-krema-intenso-trend-kollekciya-1000g,2 149,1 499,Санкт-Петербург
228291,"Кофе Egoiste Voyage в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-egoiste-voyage-v-zernah,2 369,1 699,Санкт-Петербург
59005,"Кофе Bushido Red Katana в зернах, 227г",https://online.metro-cc.ru/products/art-59005,689,469,Санкт-Петербург
245277,"Кофе Fresco Espresso Italiano зерновой, 900г",https://online.metro-cc.ru/products/kofe-fresco-espresso-italiano-zernovoy-900g,2 299,1 299,Санкт-Петербург
104610,"Кофе Julius Meinl Юбилейный классическая коллекция в зернах, 1кг",https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-1000g,2 499,1 899,Санкт-Петербург
101496,"Кофе Jardin Dessert Capuccino в зернах, 1кг",https://online.metro-cc.ru/products/jardin-dessert-capuccino-1000g,2 099,1 149,Санкт-Петербург
624869,"Кофе Origo Cafe Crema в зернах, 1кг",https://online.metro-cc.ru/products/art-624869,2 599,1 999,Санкт-Петербург
218719,"Кофе Poetti Daily Classic Crema в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-classic-crema-v-zernah,1 669,1 199,Санкт-Петербург
228232,"Кофе Piazza del Caffe Espresso Forte в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-piazza-del-caffe-espresso-forte-zerno,1 219,1 099,Санкт-Петербург
31895,"Кофе Egoiste Arabica Premium натуральный жареный в зернах, 1кг x 4 шт",https://online.metro-cc.ru/products/v-zernah-egoiste-noir-100-arabika-1kg,8 796,5 996,Санкт-Петербург
226466,"Кофе Alta Roma Caffe Latte в зернах, 1кг",https://online.metro-cc.ru/products/kofe-alta-roma-caffe-latte-v-zernakh-1kg,1 299,1 099,Санкт-Петербург
226465,"Кофе Alta Roma Vero в зернах, 1кг",https://online.metro-cc.ru/products/kofe-alta-roma-vero-v-zernakh-1kg,1 599,1 299,Санкт-Петербург
658721,"Кофе Kimbo Caffe crema classico light в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-dolche-krem-1kg,2 399,1 799,Санкт-Петербург
246502,"Кофе Bushido Sensei зерновой, 1кг",https://online.metro-cc.ru/products/kofe-bushido-sensei-zernovoy-1kg,2 849,1 899,Санкт-Петербург
494570,"Кофе Jardin Colombia Supremo натуральный жареный в зернах, 1кг",https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-colombia-supremo-1kg,2 299,1 399,Санкт-Петербург
257964,"Кофе Poetti Soul of Havana натуральный жареный в зернах, 800г",https://online.metro-cc.ru/products/kofe-poetti-soul-of-havana-naturalnyy-zharenyy-v-zernah-800g,1 999,1 299,Санкт-Петербург
220012,"Кофе Julius Meinl Espresso Deluxe в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-espresso-deluxe-zerno,3 399,2 299,Санкт-Петербург
249899,"Кофе Fresco Arabica Espresso в зернах, 1кг",https://online.metro-cc.ru/products/kofe-fresco-arabica-espresso-v-zernah-1kg,2 099,1 499,Санкт-Петербург
59575,"Кофе Illy Etiopia arabica selection в зернах, 250г",https://online.metro-cc.ru/products/illy-arabika-selekshen-efiopiya-250-g,1 679,1 099,Санкт-Петербург
249897,"Кофе Fresco Uganda в зернах, 900г",https://online.metro-cc.ru/products/kofe-fresco-uganda-v-zernah-900g,1 999,1 399,Санкт-Петербург
259874,"Кофе Alta Roma Classico зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-alta-roma-arabica-classico-zerno,2 349,1 499,Санкт-Петербург
246068,"Кофе Alta Roma Blend №5, 1кг",https://online.metro-cc.ru/products/kofe-alta-roma-blend-5-1kg,1 599,1 299,Санкт-Петербург
270139,"Кофе Poetti Neuro Special Edition зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-neuro-special-edition-zerno,2 849,1 499,Санкт-Петербург
633254,"Кофе Jardin Эспрессо ди Милано в зернах, 1кг",https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-espresso-di-milano-1kg,1 879,1 149,Санкт-Петербург
220015,"Кофе Julius Meinl Espresso Gran Aroma в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-espresso-gran-aroma-zerno,2 899,1 799,Санкт-Петербург
59570,"Кофе Illy Guatemala arabica selection в зернах, 250г",https://online.metro-cc.ru/products/v-zernah-illy-guatemala-zh-b-250-g,1 679,1 099,Санкт-Петербург
395462,"Кофе Julius Meinl Президент в зернах, 500г",https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-500g,1 199,849,Санкт-Петербург
246067,"Кофе Alta Roma Blend №3, 1кг",https://online.metro-cc.ru/products/1kg-kofe-alta-roma-blend-3-zernovoy,1 699,1 399,Санкт-Петербург
635596,"Кофе Jardin Bravo Бразилия в зернах, 1кг",https://online.metro-cc.ru/products/jardin-bravo-braziliya-1kg,2 999,1 399,Санкт-Петербург
376494,"Кофе Kimbo Extra Cream в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-extra-cream-v-zernah-1-kg,2 499,1 899,Санкт-Петербург
59003,"Кофе Bushido Sensei в зернах, 227г",https://online.metro-cc.ru/products/bushido-sensei-227g,739,489,Санкт-Петербург
59569,"Кофе Illy Brazil arabica selection в зернах, 250г",https://online.metro-cc.ru/products/illy-arabika-250-g,1 679,1 099,Санкт-Петербург
220013,"Кофе Julius Meinl Cafe Crema Gourmet в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-cafe-crema-gourmet-zerno,2 899,1 799,Санкт-Петербург
246512,"Кофе Egoiste Captain зерновой, 250г",https://online.metro-cc.ru/products/kofe-egoiste-captain-zernovoy-250g,1 049,499,Санкт-Петербург
654489,"Кофе Origo Kaffee Klassik Barista Espresso в зернах, 1кг",https://online.metro-cc.ru/products/v-zernah-origo-klassik-kaffee-barista-espresso-1-kg,3 299,2 499,Санкт-Петербург
376496,"Кофе Kimbo Superior Blend натуральный жареный в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-v-zernah-naturalnyj-zharenyj-superior-blend-1kg,2 399,2 199,Санкт-Петербург
218714,"Кофе Poetti Leggenda Ruby в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-ruby-v-zernah,2 589,1 499,Санкт-Петербург
219193,"Кофе Coferium Gold selection в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-coferium-gold-selection-v-zernah,2 849,1 499,Санкт-Петербург
249896,"Кофе Coffesso Mokka в зернах, 1кг",https://online.metro-cc.ru/products/kofe-coffesso-mokka-molotyy-250kg,1 999,1 099,Санкт-Петербург
230024,"Кофе Illy без кофеина в зернах, 250г",https://online.metro-cc.ru/products/kofe-illy-bez-kofeina-zernovoy-250g,1 899,1 099,Санкт-Петербург
629006,"Кофе Kimbo Espresso в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-espresso-v-zernah-1-kg,2 189,2 099,Санкт-Петербург
531031,"Кофе Alta Roma Intenso в зернах, 1кг",https://online.metro-cc.ru/products/kofe-alta-roma-intenso-v-zernakh-1kg,1 999,1 399,Санкт-Петербург
508641,"Кофе Egoiste Noir в зернах, 250г",https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-v-zernah-noir-250g,689,499,Санкт-Петербург
246069,"Кофе Alta Roma Rwanda зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-alta-roma-rwanda-zernovoy,3 209,1 899,Санкт-Петербург
609222,"RIOBA Кофе Espresso Decaffeeinated в зернах без кофеина, 500г",https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-espresso-decaffeeinated-500g,1 429,,Санкт-Петербург
246958,"Кофе Barbera Hesperia в зернах, 1кг",https://online.metro-cc.ru/products/kofe-barbera-hesperia-v-zernah-1kg,3 699,1 999,Санкт-Петербург
246518,"Кофе Egoiste Truffle зерновой, 250г",https://online.metro-cc.ru/products/kofe-egoiste-truffle-zernovoy-250g,699,469,Санкт-Петербург
75962,"Кофе Bushido Specialty в зернах, 227г",https://online.metro-cc.ru/products/bushido-specialty-227g-75962,909,569,Санкт-Петербург
654817,"Кофе Julius Meinl Trend Collection Espresso Classico в зернах, 1кг",https://online.metro-cc.ru/products/julius-meinl-espresso-trend-1kg,2 499,1 699,Санкт-Петербург
112990,"Кофе Carraro Arabica 100% в зернах, 500г",https://online.metro-cc.ru/products/v-zernah-carraro-arabica-100-500-g,1 949,1 499,Санкт-Петербург
249898,"Кофе Fresco Guatemala в зернах, 900г",https://online.metro-cc.ru/products/kofe-fresco-guatemala-v-zernah-900g,1 999,1 399,Санкт-Петербург
60434,"Кофе Kimbo Integrity Bio в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-integrity-bio-1-kg,3 049,2 799,Санкт-Петербург
599512,"Кофе Ambassador Platinum в зернах, 1кг",https://online.metro-cc.ru/products/ambassador-naturalnyj-zharenyj-platinum-1kg,1 899,1 399,Санкт-Петербург
112991,"Кофе Carraro Qualita Oro в зернах, 500г",https://online.metro-cc.ru/products/v-zernah-carraro-qualita-oro-500-g,1 699,1 299,Санкт-Петербург
257965,"Кофе Poetti Soul of Rome натуральный жареный в зернах, 800г",https://online.metro-cc.ru/products/kofe-poetti-soul-of-rome-naturalnyy-zharenyy-v-zernah-800g,2 399,1 299,Санкт-Петербург
243162,"Кофе Живой кофе Mokka Африка зерновой, 800г",https://online.metro-cc.ru/products/800g-zhivoy-kofe-mokka-afrika-zerno,2 899,1 299,Санкт-Петербург
245946,"Кофе Vergnano Эспрессо зерновой, 1кг",https://online.metro-cc.ru/products/kofe-vergnano-espresso-zernovoy-1kg,4 299,2 599,Санкт-Петербург
235414,"Кофе Miscela D'Oro Espresso Gran Crema в зернах, 1кг",https://online.metro-cc.ru/products/kofe-miscela-doro-espresso-gran-crema-v-zernah-1kg,3 099,2 499,Санкт-Петербург
257437,"Кофе Italco Espresso Alpino Crema Oro зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-italco-espresso-alpino-crema-oro-zerno,2 919,2 299,Санкт-Петербург
107074,"Кофе Carraro Primo Mattino в зернах, 1кг",https://online.metro-cc.ru/products/v-zernah-carraro-primo-mattino-1-kg,2 499,2 099,Санкт-Петербург
123862,"Кофе Kimbo Caffe Crema Dolce Medium в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kimbo-caffe-crema-dolce-medium,2 699,2 199,Санкт-Петербург
246966,"Кофе Cagliari Gran Espresso в зернах, 1кг",https://online.metro-cc.ru/products/kofe-cagliari-gran-espresso-v-zernah-1kg,3 699,1 999,Санкт-Петербург
226933,"Кофе Carraro Cafe crema в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-carraro-caffe-crema-v-zernah,2 399,2 099,Санкт-Петербург
218711,"Кофе Poetti Leggenda Original в зернах, 250г",https://online.metro-cc.ru/products/250g-kofe-poetti-leggenda-original-v-zernah,579,389,Санкт-Петербург
226934,"Кофе Italco Espresso Italiano в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-italco-espresso-italiano-v-zernah,2 399,1 799,Санкт-Петербург
629008,"Кофе Kimbo Intenso в зернах, 1кг",https://online.metro-cc.ru/products/kimbo-intenso-1kg,2 199,1 799,Санкт-Петербург
259876,"Кофе Alta Roma Papua New Guinea зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-alta-roma-papua-new-guinea-zerno,2 749,1 799,Санкт-Петербург
259875,"Кофе Alta Roma Supremo зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-alta-roma-supremo-zerno,2 489,1 599,Санкт-Петербург
235419,"Кофе Miscela D'Oro Espresso Intenso в зернах, 1кг",https://online.metro-cc.ru/products/kofe-miscela-doro-espresso-intenso-v-zernah-1kg,1 899,1 699,Санкт-Петербург
228778,"Кофе Fresco Horeca arabica в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-fresco-horeca-arabica-zerno,2 099,1 499,Санкт-Петербург
218717,"Кофе Poetti Leggenda Espresso в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-espresso-v-zernah,2 589,1 499,Санкт-Петербург
241733,"Кофе Coffesso Massimo зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-coffesso-massimo-zerno,2 599,1 299,Санкт-Петербург
218856,"Кофе Carte Noire Crema Delice в зернах, 800г",https://online.metro-cc.ru/products/800g-kofe-carte-noire-crema-delice-zerno,2 219,1 499,Санкт-Петербург
243161,"Кофе Живой кофе Rio-Rio Бразилия зерновой, 800г",https://online.metro-cc.ru/products/800g-zhivoy-kofe-rio-rio-braziliya-zerno,2 899,1 299,Санкт-Петербург
228781,"Кофе Fresco Liberty в зернах, 900г",https://online.metro-cc.ru/products/900g-kofe-fresco-liberty-zerno,1 859,1 199,Санкт-Петербург
241735,"Кофе Coffesso Crema зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-coffesso-crema-zerno,2 169,1 199,Санкт-Петербург
219223,"Кофе Coferium Strong в зернах, 1кг",https://online.metro-cc.ru/products/1kg-kofe-coferium-strong-v-zernah,1 899,1 199,Санкт-Петербург
611604,"Кофе Illy темная обжарка в зернах, 250г",https://online.metro-cc.ru/products/v-zernah-illy-temnaya-obzharka-250g,1 679,1 099,Санкт-Петербург
624061,"Кофе Жокей классический в зернах, 900г",https://online.metro-cc.ru/products/art-624061,1 169,1 099,Санкт-Петербург
246090,"Кофе Живой кофе арабика зерновой, 800г",https://online.metro-cc.ru/products/kofe-zhivoy-kofe-arabika-zernovoy-800g,2 399,1 099,Санкт-Петербург
215436,"Кофе Lebo Classic Original жареный в зернах, 100г",https://online.metro-cc.ru/products/100g-kofe-lebo-original-zharenyy-v-zernah,199,149,Санкт-Петербург
544095,"Кофе Жокей Традиционный в зернах, 900г",https://online.metro-cc.ru/products/zhokej-tradicionnyj-900g,1 359,999,Санкт-Петербург
226343,"Кофе Lebo Classic в зернах, 250г",https://online.metro-cc.ru/products/250g-kofe-lebo-classic-v-zernah,629,399,Санкт-Петербург
241736,"Кофе Coffesso Allure зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-coffesso-allure-zerno,2 259,1 249,Санкт-Петербург
107073,"Кофе Carraro Crema Italiano в зернах, 1кг",https://online.metro-cc.ru/products/v-zernah-caffe-carraro-crema-italiano-1-kg,2 399,2 099,Санкт-Петербург
611606,"Кофе Illy средней обжарки в зернах, 250г",https://online.metro-cc.ru/products/v-zernah-illy-srednej-obzharki-250g,1 679,999,Санкт-Петербург
246066,"Кофе Alta Roma Blend №1, 1кг",https://online.metro-cc.ru/products/1kg-kofe-alta-roma-blend-1-zernovoy,1 599,1 399,Санкт-Петербург
235415,"Кофе Miscela D'Oro Espresso Gusto Classico в зернах, 1кг",https://online.metro-cc.ru/products/kofe-miscela-doro-espresso-gusto-classico-v-zernah-1kg,2 799,2 199,Санкт-Петербург
257435,"Кофе Italco Espresso Alpino Espresso Classic зерновой, 1кг",https://online.metro-cc.ru/products/1kg-kofe-italco-espresso-alpino-espresso-classic-zerno,2 849,2 299,Санкт-Петербург
201556,"Кофе Carte Noire Intense Absolu в зернах, 800г",https://online.metro-cc.ru/products/800g-kofe-carte-noire-intense-absolu-zernovoy,2 219,1 499,Санкт-Петербург
616877,"Кофе Egoiste Noir в зернах, 250г x 12 шт",https://online.metro-cc.ru/products/egoiste-noir-zernovoj-250g,8 268,,Санкт-Петербург
112993,"Кофе Egoiste трюфель крема в зернах, 1кг",https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-tryufel-krema-1kg,2 339,1 699,Санкт-Петербург
427833,"Кофе Lavazza Qualita Oro натуральный жареный в зернах, 1кг",https://online.metro-cc.ru/products/v-zernah-lavazza-naturalnyj-zharenyj-qualita-oro-1kg,2 599,2 099,Санкт-Петербург
624874,"Кофе Origo Grande Barista в зернах, 1кг",https://online.metro-cc.ru/products/art-624874,3 399,2 699,Санкт-Петербург
586897,"Кофе Lavazza Crema e Aroma натуральный жареный в зернах, 1кг",https://online.metro-cc.ru/products/lavazza-v-zernah-naturalnyj-zharenyj-crema-e-aroma-1kg,2 499,2 099,Санкт-Петербург
